1528294251.91::Prime Minister Modi holds productive talks with Indonesian President\n via NaMo App https:\/\/t.co\/jkgODZa6Kz","display_text_range":[0,82],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/android\" rel=\"nofollow\"\u003eTwitter for Android\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"in_reply_to_user_id_str":null,"in_reply_to_screen_name":null,"user":{"id":935209367409852416,"id_str":"935209367409852416","name":"Nalini Barot","screen_name":"barot_nalini","location":"Surat, India","url":null,"description":"Hi","translator_type":"none","protected":false,"verified":false,"followers_count":93,"friends_count":252,"listed_count":0,"favourites_count":4427,"statuses_count":2761,"created_at":"Mon Nov 27 18:11:03 +0000 2017","utc_offset":null,"time_zone":null,"geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F8FA","profile_background_image_url":"","profile_background_image_url_https":"","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/966371067790020611\/yzl11P_b_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/966371067790020611\/yzl11P_b_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/935209367409852416\/1512576178","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[],"user_mentions":[],"symbols":[],"media":[{"id":1004364988176142336,"id_str":"1004364988176142336","indices":[83,106],"media_url":"http:\/\/pbs.twimg.com\/media\/DfA4oqkUEAASVlx.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DfA4oqkUEAASVlx.jpg","url":"https:\/\/t.co\/jkgODZa6Kz","display_url":"pic.twitter.com\/jkgODZa6Kz","expanded_url":"https:\/\/twitter.com\/barot_nalini\/status\/1004364998322221057\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"large":{"w":688,"h":802,"resize":"fit"},"small":{"w":583,"h":680,"resize":"fit"},"medium":{"w":688,"h":802,"resize":"fit"}}}]},"extended_entities":{"media":[{"id":1004364988176142336,"id_str":"1004364988176142336","indices":[83,106],"media_url":"http:\/\/pbs.twimg.com\/media\/DfA4oqkUEAASVlx.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DfA4oqkUEAASVlx.jpg","url":"https:\/\/t.co\/jkgODZa6Kz","display_url":"pic.twitter.com\/jkgODZa6Kz","expanded_url":"https:\/\/twitter.com\/barot_nalini\/status\/1004364998322221057\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"large":{"w":688,"h":802,"resize":"fit"},"small":{"w":583,"h":680,"resize":"fit"},"medium":{"w":688,"h":802,"resize":"fit"}}}]},"favorited":false,"retweeted":false,"possibly_sensitive":false,"filter_level":"low","lang":"en","timestamp_ms":"1528294250456"}
1528294258.96::RT @Shehzad_Ind: Arey! So even in an internal survey of Congressis, @narendramodi bags 35.3% votes!! Even here he is not an undisputed lead\u2026

1528294259.0::But yeh 10.7% log kaun hain jo Kejriwal ko PM dekhna Chahte hain. https:\/\/t.co\/FgGIamxQiV","display_text_range":[0,65],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/iphone\" rel=\"nofollow\"\u003eTwitter for iPhone\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"in_reply_to_user_id_str":null,"in_reply_to_screen_name":null,"user":{"id":3428330174,"id_str":"3428330174","name":"Vaibhav","screen_name":"vaibhav_gattani","location":"Surat, India","url":null,"description":null,"translator_type":"none","protected":false,"verified":false,"followers_count":27,"friends_count":183,"listed_count":0,"favourites_count":91,"statuses_count":435,"created_at":"Wed Sep 02 18:04:29 +0000 2015","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"C0DEED","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/abs.twimg.com\/sticky\/default_profile_images\/default_profile_normal.png","profile_image_url_https":"https:\/\/abs.twimg.com\/sticky\/default_profile_images\/default_profile_normal.png","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":{"id":"4093957f0fab11d6","url":"https:\/\/api.twitter.com\/1.1\/geo\/id\/4093957f0fab11d6.json","place_type":"city","name":"Jodhpur","full_name":"Jodhpur, India","country_code":"IN","country":"India","bounding_box":{"type":"Polygon","coordinates":[[[72.610097,25.852856],[72.610097,26.494370],[73.452475,26.494370],[73.452475,25.852856]]]},"attributes":{}},"contributors":null,"quoted_status_id":1004296209165455360,"quoted_status_id_str":"1004296209165455360","quoted_status":{"created_at":"Wed Jun 06 09:37:29 +0000 2018","id":1004296209165455360,"id_str":"1004296209165455360"

1528294259.3::RT @EkAkeleSbkoPele: What happened when Dr. BM Hegde, 2010 Padma Vibhushan awardee, met then Gujrat CM @narendramodi \n\nWatch this video and\u2026

1528294259.39::RT @AmitShah: Met Shri @RNTata2000 ji as part of \"Sampark For Samarthan\" campaign. I took him through Modi government\u2019s development achieve\u2026

1528294259.41::I support Beti Bachao Beti Padhao, We Support Narendra Modi #AABBKKvsKaala

1528294260.78::RT @AskAnshul: Modi Govt added 24,000 MW power generation capacity per year compared to 4800 MW of earlier Govts\n\n25000 circuit Km transmis\u2026

1528294261.15::RT @SmokingSkills_: Just like we read Made in Amethi behind every Mercedes Benz in Amethi. https:\/\/t.co\/KLly9OzaSD

1528294262.97::RT @sumitkashyapjha: During Congress time, biggest Mobile Companies of India were\n\nMicromax\nKarbonn\nLava\nIntex\nSpice\nMaxx\n\nDuring Modi regi\u2026

1528294262.98::\u0932\u094b\u0915\u0924\u093e\u0902\u0924\u094d\u0930\u093f\u0915 \u0924\u0930\u0940\u0915\u0947 \u0938\u0947 \u091a\u0941\u0928\u0940 \u0939\u0941\u0908 \u090f\u0915 \u0932\u094b\u0915\u092a\u094d\u0930\u093f\u092f, \u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0935\u093e\u0926\u0940 \u0938\u0930\u0915\u093e\u0930 \u0914\u0930 @RSSorg \u092a\u0930 \u0935\u0947\u091f\u093f\u0915\u0928 \u0915\u0947 \u092a\u094d\u0930\u0924\u093f\u0928\u093f\u0927\u093f \u0906\u0930\u094d\u091a \u092c\u093f\u0936\u092a \u0926\u094d\u0935\u093e\u0930\u093e \u0932\u0917\u093e\u2026 https:\/\/t.co\/QSdXtaSZQG

1528294262.98::RT @rishibagree: In 2009 The MSP on sugar cane was Rs 108 But sugar was sold at Rs 42\/kg\n\nIn 2018 The MSP on Sugarcane is Rs 255 yet sugar\u2026

1528294262.98::RT @desimojito: If you are trying to report my account to get it suspended then I am cursing you that Modi will win 2019 \ud83d\ude0d

1528294263.1::A simple challenge to Congress. Don't align with local satraps, throw dynasty and see if you can exist. - https:\/\/t.co\/hcVFpsY5zt

1528294264.1::\u0938\u0930\u0915\u093e\u0930 \u0906\u0935\u093e\u0938 \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u094b \u092c\u093f\u091a\u094c\u0932\u093f\u092f\u094b\u0902 \u0914\u0930 \u092d\u094d\u0930\u0937\u094d\u091f\u093e\u091a\u093e\u0930 \u0938\u0947 \u092a\u0942\u0930\u0940 \u0924\u0930\u0939 \u0938\u0947 \u092e\u0941\u0915\u094d\u0924 \u0915\u0930\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u092e \u0915\u0930 \u0930\u0939\u0940 \u0939\u0948: \u092a\u094d\u0930\u0927\u093e\u0928\u092e\u0902\u0924\u094d\u0930\u0940 \u092e\u094b\u0926\u0940\u2026 https:\/\/t.co\/UJzxnlYqyB

1528294264.11::RT @INCIndia: PM Modi as usual has overstated his Govt's achievements in the Swacch Bharat Abhiyan. In fact the World Bank has termed the i\u2026

1528294264.52::RT @ZeeNewsHindi: \u092c\u0930\u093e\u0915 \u0913\u092c\u093e\u092e\u093e \u092e\u0928\u093e\u0924\u0947 \u0930\u0939\u0947, \u0932\u0947\u0915\u093f\u0928 PM @narendramodi \u091f\u0938 \u0938\u0947 \u092e\u0938 \u0928\u0939\u0940\u0902 \u0939\u0941\u090f, \u0915\u093f\u0924\u093e\u092c \u0915\u093e \u0926\u093e\u0935\u093e\n\nhttps:\/\/t.co\/stOD1ggDmm

1528294992.9::RT @pbhushan1: Utterly illegal &amp; malafide to arrest Dalit activists, lawyers, academics in the Bhima Koregaon case, while main perpetrators\u2026

1528294992.91::RT @rahulroushan: Is he suggesting that Congress will take away farming lands from Mandsaur farmers and give to Samsung or Apple? Suit boot\u2026

1528294993.81::RT @PainoliD: \u092e\u094b\u0926\u0940\u091c\u0940 \u091c\u0928\u0924\u093e \u0938\u0947 \u0915\u093f\u092f\u0947 \u0939\u0941\u090f \u0935\u093e\u0926\u0947 \u0915\u093f\u0924\u0928\u0947 \u092a\u0942\u0930\u0947 \u0939\u0941\u090f \u0905\u092c \u0924\u094b \u092c\u0924\u093e\u0907\u090f???\n\n\u0939\u0941\u091c\u093c\u0942\u0930! 2014 \u0938\u0947 2018 \u0906 \u0917\u092f\u093e, \u0905\u092c \u0924\u094b \u092c\u0924\u093e\u0907\u090f \u0915\u093e\u092e \u0915\u092c \u0939\u094b\u0917\u093e? https:\/\/t.co\u2026

1528294994.73::RT @rishibagree: In 2009 The MSP on sugar cane was Rs 108 But sugar was sold at Rs 42\/kg\n\nIn 2018 The MSP on Sugarcane is Rs 255 yet sugar\u2026

1528294995.45::RT @archu243: Archbishop of Gandhinagar\n\ud83d\udc49\ud83c\udffbHuman rights in danger \n\nArchbishop of Delhi\n\ud83d\udc49\ud83c\udffbDemocracy in danger\n\nArchbishop of Goa\n\ud83d\udc49\ud83c\udffbConstitut\u2026

1528294995.96::My \u2018pucca\u2019 house has raised hopes of neighbours, says tribal woman to Modi\nhttps:\/\/t.co\/un4v8QoMT3\n\nvia NaMo App https:\/\/t.co\/WNS9J8zleX","display_text_range":[0,112],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/iphone\" rel=\"nofollow\"\u003eTwitter for iPhone\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"in_reply_to_user_id_str":null,"in_reply_to_screen_name":null,"user":{"id":2543887579,"id_str":"2543887579","name":"Sanjay Shrivastava","screen_name":"sanjaygobind","location":null,"url":null,"description":null,"translator_type":"none","protected":false,"verified":false,"followers_count":34635,"friends_count":35184,"listed_count":50,"favourites_count":37847,"statuses_count":63622,"created_at":"Tue Jun 03 16:24:10 +0000 2014","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"131516","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif","profile_background_tile":true,"profile_link_color":"009999","profile_sidebar_border_color":"EEEEEE","profile_sidebar_fill_color":"EFEFEF","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/473870918968549376\/94lMHZGT_normal.jpeg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/473870918968549376\/94lMHZGT_normal.jpeg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/2543887579\/1401814874","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[{"url":"https:\/\/t.co\/un4v8QoMT3","expanded_url":"http:\/\/www.uniindia.com\/~\/my-pucca-house-has-raised-hopes-of-neighbours-says-tribal-woman-to-modi\/States\/news\/1251928.html","display_url":"uniindia.com\/~\/my-pucca-hou\u2026","indices":[75,98]}],"user_mentions":[],"symbols":[],"media":[{"id":1004368121090564096,"id_str":"1004368121090564096","indices":[113,136],"media_url":"http:\/\/pbs.twimg.com\/media\/DfA7fBlUYAAfmuW.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DfA7fBlUYAAfmuW.jpg","url":"https:\/\/t.co\/WNS9J8zleX","display_url":"pic.twitter.com\/WNS9J8zleX","expanded_url":"https:\/\/twitter.com\/sanjaygobind\/status\/1004368122285993984\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"medium":{"w":620,"h":995,"resize":"fit"},"large":{"w":620,"h":995,"resize":"fit"},"small":{"w":424,"h":680,"resize":"fit"}}}]},"extended_entities":{"media":[{"id":1004368121090564096,"id_str":"1004368121090564096","indices":[113,136],"media_url":"http:\/\/pbs.twimg.com\/media\/DfA7fBlUYAAfmuW.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DfA7fBlUYAAfmuW.jpg","url":"https:\/\/t.co\/WNS9J8zleX","display_url":"pic.twitter.com\/WNS9J8zleX","expanded_url":"https:\/\/twitter.com\/sanjaygobind\/status\/1004368122285993984\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"medium":{"w":620,"h":995,"resize":"fit"},"large":{"w":620,"h":995,"resize":"fit"},"small":{"w":424,"h":680,"resize":"fit"}}}]},"favorited":false,"retweeted":false,"possibly_sensitive":false,"filter_level":"low","lang":"en","timestamp_ms":"1528294995267"}


1528294996.47::RT @Harishnsui01: A protest led by @nsui Punjab Incharge @VishalcINC and President @AkshaySharmaOrg along with @nsui Fazilka team against t\u2026

1528294996.68::RT @Sachinp4551: \u0905\u092d\u0940 \u0924\u0915 \u092d\u093e\u0930\u0924 \u092e\u0947\u0902 \u092e\u093f\u0932\u0928\u0947 \u0935\u093e\u0932\u0947 \u092e\u094b\u092c\u093e\u0907\u0932 \u092b\u093c\u094b\u0928\u094d\u0938 \u092a\u0930 \u0915\u0947\u0935\u0932 \u092e\u0947\u0921 \u0907\u0928 \u0905\u092e\u0947\u0920\u0940 \u0914\u0930 \u092e\u0947\u0921 \u0907\u0928 \u0930\u093e\u092f\u092c\u0930\u0947\u0932\u0940 \u0932\u093f\u0916\u093e \u0939\u094b\u0924\u093e \u0925\u093e, \u0930\u093e\u0939\u0941\u0932 \u092d\u0908\u092f\u093e \u0915\u094b \u0935\u094b\u091f \u0926\u0940\u091c\u093f\u092f\u0947 \u0924\u094b\u2026

1528294997.09::RT @AtomicBlow: Approx 4500 crore spend on advertisement by the @BJP4India government. We will compromise with defence budget but not with\u2026

1528294997.09::RT @INCIndia: Congress President @RahulGandhi met PM Modi to seek a loan waiver for farmers. Watch him describe PM Modi's reaction to the r\u2026

1528294999.2::RT @LalitKModi: its good to see the #media likes to have my name up there. hello #fakenews - never took a $ only gave india -its only globa\u2026

1528294999.55::RT @rssurjewala: How much does Shri Arun Jaitley know?\n\nHas \u2018Arrogance of Power\u2019 reached such a zenith where BJP is blind to \u2018Farmer Distre\u2026

1528294999.85::RT @LalitKModi: its good to see the #media likes to have my name up there. hello #fakenews - never took a $ only gave india -its only globa\u2026

1528295000.26::RT @vicks050: #CheatedHomeBuyers #SAVEJPWISHTOWN https:\/\/t.co\/0yNePP7ApR

1528295000.74::RT @INCIndia: PM Modi as usual has overstated his Govt's achievements in the Swacch Bharat Abhiyan. In fact the World Bank has termed the i\u2026

1528295000.96::RT @ramprasad_c: Modi Derangement Syndrome. https:\/\/t.co\/uzvJzbC6g3

1528295001.17::RT @rishibagree: In 2009 The MSP on sugar cane was Rs 108 But sugar was sold at Rs 42\/kg\n\nIn 2018 The MSP on Sugarcane is Rs 255 yet sugar\u2026

1528295001.89::Y blame him? Every one knows his intellectual\/ education levels.let him fight hard with Modi with his constraints a\u2026 https:\/\/t.co\/GEmun2utR7","display_text_range":[0,140],"source":"\u003ca href=\"http:\/\/twitter.com\/download\/android\" rel=\"nofollow\"\u003eTwitter for Android\u003c\/a\u003e","truncated":true,"in_reply_to_status_id":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"in_reply_to_user_id_str":null,"in_reply_to_screen_name":null,"user":{"id":65923827,"id_str":"65923827","name":"Thomas Viruvelil","screen_name":"archtomy","location":"Cochin,India","url":"http:\/\/www.keralaarchitecture.com","description":"Architect,Poet,House builder,Management Consultant","translator_type":"none","protected":false,"verified":false,"followers_count":1193,"friends_count":1128,"listed_count":63,"favourites_count":237,"statuses_count":102481,"created_at":"Sat Aug 15 15:59:53 +0000 2009","utc_offset":null,"time_zone":null,"geo_enabled":true,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"FF9905","profile_background_image_url":"http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_image_url_https":"https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png","profile_background_tile":false,"profile_link_color":"00E615","profile_sidebar_border_color":"FF9905","profile_sidebar_fill_color":"32953B","profile_text_color":"FFC205","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/704640337927471104\/F3b82B2i_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/704640337927471104\/F3b82B2i_normal.jpg","profile_banner_url":"https:\/\/pbs.twimg.com\/profile_banners\/65923827\/1357054842","default_profile":false,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":{"id":"4a74b557ed5a4b06","url":"https:\/\/api.twitter.com\/1.1\/geo\/id\/4a74b557ed5a4b06.json","place_type":"city","name":"Cherthala","full_name":"Cherthala, India","country_code":"IN","country":"India","bounding_box":{"type":"Polygon","coordinates":[[[76.287559,9.588479],[76.287559,9.707222],[76.381029,9.707222],[76.381029,9.588479]]]},"attributes":{}},"contributors":null,"quoted_status_id":1004367096564707328,"quoted_status_id_str":"1004367096564707328","quoted_status":{"created_at":"Wed Jun 06 14:19:10 +0000 2018","id":1004367096564707328,"id_str":"1004367096564707328"

1528295003.36::RT @Shehzad_Ind: Arey! So even in an internal survey of Congressis, @narendramodi bags 35.3% votes!! Even here he is not an undisputed lead\u2026

1528295003.37::RT @rishibagree: In 2009 The MSP on sugar cane was Rs 108 But sugar was sold at Rs 42\/kg\n\nIn 2018 The MSP on Sugarcane is Rs 255 yet sugar\u2026

1528295003.64::RT @Shehla_Rashid: Thank you so much for the good news, Mohit!\n\nFriends, my M.Phil. marksheet is here!! Without the Aadhaar card, that is \ud83d\ude42\u2026

1528295004.12::RT @Shehzad_Ind: Arey! So even in an internal survey of Congressis, @narendramodi bags 35.3% votes!! Even here he is not an undisputed lead\u2026

1528295005.63::RT @Joydas: BJP followers have a tough Job. They have to Edit, Morph videos of Congress leaders to make them appear Stupid. Its easier for\u2026

1528295006.22::RT @samarjeet_n: Amit Shah meets Madhuri, Ratan Tata to highlight Modi govt's achievements\nhttps:\/\/t.co\/urfLpZa5aF

1528295006.92::RT @RitabrataBanerj: Successive Strikes. @abhishekaitc leading series of mammoth protests against d anti people #Modi Regime. More power to\u2026

1528295007.17::RT @Shehla_Rashid: Thank you so much for the good news, Mohit!\n\nFriends, my M.Phil. marksheet is here!! Without the Aadhaar card, that is \ud83d\ude42\u2026

1528295007.66::RT @ramprasad_c: Modi Derangement Syndrome. https:\/\/t.co\/uzvJzbC6g3

1528295009.9::RT @_shashisingh: Photographer - Sir, camere ke taraf dekh ke smile kijiye.\n\nDhoni - Modi jee camere ke taraf dekhiye.\n\nModi jee - Bhai tu\u2026

1528295010.06::RT @pbhushan1: Utterly illegal &amp; malafide to arrest Dalit activists, lawyers, academics in the Bhima Koregaon case, while main perpetrators\u2026

1528295010.69::RT @pbhushan1: Utterly illegal &amp; malafide to arrest Dalit activists, lawyers, academics in the Bhima Koregaon case, while main perpetrators\u2026

1528295010.92::RT @navjivanindia: \u092c\u0940\u091c\u0947\u092a\u0940 \u0938\u093e\u0902\u0938\u0926 \u0936\u0924\u094d\u0930\u0941\u0918\u094d\u0928 \u0938\u093f\u0928\u094d\u0939\u093e \u0915\u093e \u092a\u0940\u090f\u092e \u092e\u094b\u0926\u0940 \u092a\u0930 \u0939\u092e\u0932\u093e; \u091d\u093e\u0930\u0916\u0902\u0921 \u092e\u0947\u0902 \u090f\u0915 \u0914\u0930 \u092e\u0939\u093f\u0932\u093e \u0915\u0940 \u092d\u0942\u0916 \u0938\u0947 \u092e\u094c\u0924; \u0915\u091a\u094d\u091b \u092e\u0947\u0902 \u0935\u093e\u092f\u0941\u0938\u0947\u0928\u093e \u0915\u093e \u091c\u0917\u0941\u0906\u0930 \u0935\u093f\u092e\u093e\u2026

